,0,1
0,"You hear music, violin, fiddle, musical instrument, bowed string instrument, and classical music and see a black background with a giraffe and another giraffe",1.7
1,"You hear music, violin, fiddle, musical instrument, bowed string instrument, and classical music and see a traffic light in front of high rise buildings at night",1.7
2,"You hear music, violin, fiddle, musical instrument, bowed string instrument, and classical music and see view of the city from across a wide bay",1.7
3,"You hear music, violin, fiddle, musical instrument, bowed string instrument, and classical music and see a view from a train in the city with skyscrapers",1.7
4,"You hear music, musical instrument, traditional music, clarinet, and classical music and see an aerial photo looking at tall buildings",1.7
5,"You hear music, musical instrument, traditional music, clarinet, and classical music and see looking down at two buildings from the windows in a city",1.7
6,"You hear music, musical instrument, traditional music, clarinet, and classical music and see large brown building with trees in front and a lot of windows",1.7
7,"You hear music, musical instrument, traditional music, clarinet, and classical music and see large brick buildings in the background are all surrounded by tall skyscrapers",1.7
8,"You hear music, bagpipes, musical instrument, wind instrument, woodwind instrument, and speech and see large brown buildings in a city with tall windows",1.5
9,"You hear music, bagpipes, musical instrument, wind instrument, woodwind instrument, and speech and see a street sign in front of tall buildings",1.5
10,"You hear music, bagpipes, musical instrument, wind instrument, woodwind instrument, and speech and see the little girl is sitting on the train",1.5
11,"You hear music, bagpipes, musical instrument, wind instrument, woodwind instrument, and speech and see a little girl sitting on the subway, in winter coat",1.5
12,"You hear music, musical instrument, violin, fiddle, traditional music, and carnatic music and see the girl has dark hair and is wearing a yellow jacket",1.55
13,"You hear music, musical instrument, violin, fiddle, traditional music, and carnatic music and see the small girl is waiting to ride on the subway",1.55
14,"You hear music, musical instrument, violin, fiddle, traditional music, and carnatic music and see an asian girl looking through the window of a train",1.55
15,"You hear music, musical instrument, violin, fiddle, traditional music, and carnatic music and see a man on a bench with some swords",1.55
16,"You hear music, brass instrument, musical instrument, trumpet, and clarinet and see a man sits on the ground holding a crutch",1.75
17,"You hear music, brass instrument, musical instrument, trumpet, and clarinet and see the man is on the step, wearing boots and holding his umbrella",1.75
18,"You hear music, brass instrument, musical instrument, trumpet, and clarinet and see a man leaning against a rail on top of stairs",1.75
19,"You hear music, brass instrument, musical instrument, trumpet, and clarinet and see a man riding a skateboard down a sidewalk",1.75
20,"You hear music, violin, fiddle, musical instrument, traditional music, and bowed string instrument and see the sign is posted on the brick wall",1.95
21,"You hear music, violin, fiddle, musical instrument, traditional music, and bowed string instrument and see there is no circle in this map, and you can not see where the street names are",1.95
22,"You hear music, violin, fiddle, musical instrument, traditional music, and bowed string instrument and see a map with an image of a red circle in front of it",1.95
23,"You hear music, violin, fiddle, musical instrument, traditional music, and bowed string instrument and see a map with some red marker on it",1.95
24,"You hear music, traditional music, bagpipes, musical instrument, and classical music and see a closeup of a map with a red arrow pointing at a small building",2.2
25,"You hear music, traditional music, bagpipes, musical instrument, and classical music and see several feet in a row on the ground with a dog",2.2
26,"You hear music, traditional music, bagpipes, musical instrument, and classical music and see a group of people are standing on a cement ground",2.2
27,"You hear music, traditional music, bagpipes, musical instrument, and classical music and see several feet are shown next to each other on the ground",2.2
28,"You hear music, musical instrument, violin, fiddle, traditional music, and bagpipes and see several persons feet walking on the ground with confetti spilled",2.2
29,"You hear music, musical instrument, violin, fiddle, traditional music, and bagpipes and see the legs of someone standing on a carpet with confetti all over them",2.2
30,"You hear music, musical instrument, violin, fiddle, traditional music, and bagpipes and see this is an image of legs and feet",2.2
31,"You hear music, musical instrument, violin, fiddle, traditional music, and bagpipes and see a couple of feet are shown with several shoes",2.2
32,"You hear music, brass instrument, trumpet, musical instrument, and violin, fiddle and see there are several people that are standing on the sidewalk",1.8
33,"You hear music, brass instrument, trumpet, musical instrument, and violin, fiddle and see people are walking on the street during a parade",1.8
34,"You hear music, brass instrument, trumpet, musical instrument, and violin, fiddle and see a bunch of people walking on the side walk",1.8
35,"You hear music, brass instrument, trumpet, musical instrument, and violin, fiddle and see a street full of people watching a man in blue jeans walk down the street",1.8
36,"You hear music, speech, singing, crowd, and shout and see crowd of people standing in line down street with buildings",2.3
37,"You hear music, speech, singing, crowd, and shout and see several people are lined up in the middle of a street",2.3
38,"You hear music, speech, singing, crowd, and shout and see a lot of people are standing in the street",2.3
39,"You hear music, speech, singing, crowd, and shout and see a line of people in the street, with a crowd behind them",2.3
40,"You hear music, gunshot, gunfire, artillery fire, percussion, and wood block and see two men on cellphones with their hands on the bar",2.55
41,"You hear music, gunshot, gunfire, artillery fire, percussion, and wood block and see a young boy behind a metal gate",2.55
42,"You hear music, gunshot, gunfire, artillery fire, percussion, and wood block and see a little boy is trying to get out of the jail",2.55
43,"You hear music, gunshot, gunfire, artillery fire, percussion, and wood block and see the people are behind the bars of a metal fence",2.55
44,"You hear speech, music, silence, percussion, and drum and see some kids in shorts are standing in the gate",1.55
45,"You hear speech, music, silence, percussion, and drum and see a man peering out through an iron gate",1.55
46,"You hear speech, music, silence, percussion, and drum and see people are looking through the gate at an old stone building",1.55
47,"You hear speech, music, silence, percussion, and drum and see two people are seen looking over the metal railings",1.55
48,"You hear music, speech, bass drum, drum, and cowbell and see some people in the city walking down the street",1.8
49,"You hear music, speech, bass drum, drum, and cowbell and see the city has people walking around and many other people",1.8
50,"You hear music, speech, bass drum, drum, and cowbell and see a large crowd walks through a busy downtown area",1.8
51,"You hear music, speech, bass drum, drum, and cowbell and see a man wearing sunglasses talking on a cell phone",1.8
52,"You hear music, speech, drum, percussion, and drum kit and see the children are enjoying the life of the city street",1.7
53,"You hear music, speech, drum, percussion, and drum kit and see a woman standing with a boy near her",1.7
54,"You hear music, speech, drum, percussion, and drum kit and see young children holding a red card walk down the street",1.7
55,"You hear music, speech, drum, percussion, and drum kit and see a girl with a surprised look on her face",1.7
56,"You hear music, speech, drum, thump, thud, and percussion and see a group of girls who are holding red cards",1.75
57,"You hear music, speech, drum, thump, thud, and percussion and see two girls in a city street looking at something",1.75
58,"You hear music, speech, drum, thump, thud, and percussion and see an indian parade is being performed for a crowd",1.75
59,"You hear music, speech, drum, thump, thud, and percussion and see people on the street waving at the camera",1.75
60,"You hear music, percussion, drum, musical instrument, and timpani and see a group of men and women dressed in colorful clothes dancing",2.1
61,"You hear music, percussion, drum, musical instrument, and timpani and see an outdoor stage with people in costume",2.1
62,"You hear music, percussion, drum, musical instrument, and timpani and see a crowd in front of a bank with balloons",2.1
63,"You hear music, percussion, drum, musical instrument, and timpani and see a group of people in costumes watching a parade",2.1
64,"You hear music, percussion, drum, wood block, and thump, thud and see there is a man with some balloons on his head",2.05
65,"You hear music, percussion, drum, wood block, and thump, thud and see a bunch of people watching some people play with balloons",2.05
66,"You hear music, percussion, drum, wood block, and thump, thud and see a group of people with blue balloons standing in front of a building",2.05
67,"You hear music, percussion, drum, wood block, and thump, thud and see a crowd of people standing on a street with balloons in the air",2.05
68,"You hear music, drum, percussion, speech, and musical instrument and see people with blue balloons in the street are taking photos",1.8
69,"You hear music, drum, percussion, speech, and musical instrument and see group of people on the street performing in front of a large crowd",1.8
70,"You hear music, drum, percussion, speech, and musical instrument and see a crowd of people standing on top of a street",1.8
71,"You hear music, drum, percussion, speech, and musical instrument and see a large group of people wearing costumes and balloons",1.8
72,"You hear music, percussion, speech, timpani, and drum and see people are watching and holding balloons while others walk by",2.05
73,"You hear music, percussion, speech, timpani, and drum and see the people are in full costume at the carnival",2.05
74,"You hear music, percussion, speech, timpani, and drum and see some people wearing red and yellow in a parade",2.05
75,"You hear music, percussion, speech, timpani, and drum and see a parade with many people and a dragon float",2.05
76,"You hear music, speech, silence, timpani, and percussion and see people are walking down a street with dragon costume",2.45
77,"You hear music, speech, silence, timpani, and percussion and see people walking down the street wearing colorful costumes",2.45
78,"You hear music, speech, silence, timpani, and percussion and see a crowd watching people and large items being displayed",2.45
79,"You hear music, speech, silence, timpani, and percussion and see a large group of people looking up at gold and red decorations",2.45
80,"You hear music, speech, silence, crowd, and musical instrument and see many people walk on a crowded street during the day",2.8
81,"You hear music, speech, silence, crowd, and musical instrument and see group of people with long hair and colorful clothing walking down the street",2.8
82,"You hear music, speech, silence, crowd, and musical instrument and see an asian women walking down a street with many other women",2.8
83,"You hear music, speech, silence, crowd, and musical instrument and see a group of women walking down the street",2.8
84,"You hear music, speech, crowd, silence, and battle cry and see a large group of people are gathered together in the city",2.0
85,"You hear music, speech, crowd, silence, and battle cry and see several people wearing red are riding in an asian parade",2.0
86,"You hear music, speech, crowd, silence, and battle cry and see people with red hats stand behind a barrier",2.0
87,"You hear music, speech, crowd, silence, and battle cry and see two people in costumes with banners on each side of a city street",2.0
88,"You hear music, choir, speech, singing, and musical instrument and see a group of people stand in front of an orange sign",3.45
89,"You hear music, choir, speech, singing, and musical instrument and see some people are walking around a street with blue balloons",3.45
90,"You hear music, choir, speech, singing, and musical instrument and see blue and red balloons floating above people standing in an intersection",3.45
91,"You hear music, choir, speech, singing, and musical instrument and see blue balloons are being held up by children in the crowd",3.45
92,"You hear music, thump, thud, speech, musical instrument, and orchestra and see a crowd of people are watching kites fly in the air",2.85
93,"You hear music, thump, thud, speech, musical instrument, and orchestra and see a crowd of people walking down a crowded street",2.85
94,"You hear music, thump, thud, speech, musical instrument, and orchestra and see people on an crowded city street in front of a bridge",2.85
95,"You hear music, thump, thud, speech, musical instrument, and orchestra and see crowd of people walking down an urban street",2.85
96,"You hear music, speech, crowd, musical instrument, and orchestra and see there is many people walking down the street in a parade",2.45
97,"You hear music, speech, crowd, musical instrument, and orchestra and see several balloons are being released in the city",2.45
98,"You hear music, speech, crowd, musical instrument, and orchestra and see some people in masks at a carnival",2.45
99,"You hear music, speech, crowd, musical instrument, and orchestra and see a group of people watching clowns in a circus",2.45
100,"You hear music, speech, crowd, cheering, and inside, public space and see black cat with pink ears in middle of group",1.75
101,"You hear music, speech, crowd, cheering, and inside, public space and see the crowd is waiting to see the clown perform",1.75
102,"You hear music, speech, crowd, cheering, and inside, public space and see a blurry image of some balloons and confetti",1.75
103,"You hear music, speech, crowd, cheering, and inside, public space and see a cow is covered in colorful pompoms as it walks",1.75
104,"You hear music, speech, crowd, cheering, and children shouting and see some very pretty small flowers on a hair piece",1.7
105,"You hear music, speech, crowd, cheering, and children shouting and see a cat is sniffing the ground with balloons in the background",1.7
106,"You hear music, speech, crowd, cheering, and children shouting and see the red clown has blue balloons hanging off the back of it",1.7
107,"You hear music, speech, crowd, cheering, and children shouting and see a close up view of an animal made from something red",1.7
108,"You hear music, speech, crowd, orchestra, and steelpan and see a yellow and red balloon with a black base",2.7
109,"You hear music, speech, crowd, orchestra, and steelpan and see a close up view of a bunch of colorful items",2.7
110,"You hear music, speech, crowd, orchestra, and steelpan and see a red dragon with red wings and gold chains",2.7
111,"You hear music, speech, crowd, orchestra, and steelpan and see the image of a colorful dragon is blurry",2.7
112,"You hear music, speech, crowd, cheering, and silence and see a close up of an animal with a decoration",2.2
113,"You hear music, speech, crowd, cheering, and silence and see a parade participant in a dragon head dress",2.2
114,"You hear music, speech, crowd, cheering, and silence and see blurred image of pedestrians and people on a busy city street",2.2
115,"You hear music, speech, crowd, cheering, and silence and see people in the city street at a festival",2.2
116,"You hear music, speech, crowd, cheering, and children shouting and see there is an asian parade in the street",2.0
117,"You hear music, speech, crowd, cheering, and children shouting and see people in colorful headgear and hats are marching",2.0
118,"You hear music, speech, crowd, cheering, and children shouting and see blurry red image of the skin on an adult male",2.0
119,"You hear music, speech, crowd, cheering, and children shouting and see two performers wearing masks stand on the street",2.0
120,"You hear speech, music, silence, crowd, and chewing, mastication and see a group of people in costume in front of a bank",1.95
121,"You hear speech, music, silence, crowd, and chewing, mastication and see a large lion with a balloon standing next to people",1.95
122,"You hear speech, music, silence, crowd, and chewing, mastication and see an inflatable clown is walking through the street",1.95
123,"You hear speech, music, silence, crowd, and chewing, mastication and see a parade with clown and balloons at a celebration",1.95
124,"You hear music, speech, silence, musical instrument, and percussion and see the men are dancing and waving in parade",2.15
125,"You hear music, speech, silence, musical instrument, and percussion and see a group of people in costume marching down a street",2.15
126,"You hear music, speech, silence, musical instrument, and percussion and see a crowd of people dancing around a parade",2.15
127,"You hear music, speech, silence, musical instrument, and percussion and see people with red and yellow umbrellas are dancing",2.15
128,"You hear music, speech, silence, scissors, and vehicle and see many asian people with colorful outfits and headgear",2.5
129,"You hear music, speech, silence, scissors, and vehicle and see a crowd of people wearing red and black clothes and wearing masks",2.5
130,"You hear music, speech, silence, scissors, and vehicle and see people standing in line next to barricades, people are wearing masks",2.5
131,"You hear music, speech, silence, scissors, and vehicle and see people waiting for the event to happen",2.5
132,"You hear music, speech, percussion, silence, and thump, thud and see a man in a red jacket is throwing a confetti",2.95
133,"You hear music, speech, percussion, silence, and thump, thud and see a boy is walking down the street carrying his backpack",2.95
134,"You hear music, speech, percussion, silence, and thump, thud and see a bunch of men are laying on the side of the road",2.95
135,"You hear music, speech, percussion, silence, and thump, thud and see two skateboarders performing tricks while covered in confetti",2.95
136,"You hear music, speech, percussion, silence, and musical instrument and see a man wearing a black mask walks down the street",2.25
137,"You hear music, speech, percussion, silence, and musical instrument and see a group of people in red jackets, standing next to each other",2.25
138,"You hear music, speech, percussion, silence, and musical instrument and see two police men in red jackets walk down a city street",2.25
139,"You hear music, speech, percussion, silence, and musical instrument and see a parade with a police officer giving a speech in the middle of the street",2.25
140,"You hear music, speech, timpani, percussion, and musical instrument and see people in costumes watching some kind of parade",2.25
141,"You hear music, speech, timpani, percussion, and musical instrument and see several people in costume and one man with red hair walking in front of a crowd",2.25
142,"You hear music, speech, timpani, percussion, and musical instrument and see people watching an event with clown in parade",2.25
143,"You hear music, speech, timpani, percussion, and musical instrument and see man takes photo with cellphone while holding red umbrella",2.25
144,"You hear music, timpani, speech, drum, and musical instrument and see someone taking a photo of themselves in the street",1.95
145,"You hear music, timpani, speech, drum, and musical instrument and see a person holds up a cell phone for a picture",1.95
146,"You hear music, timpani, speech, drum, and musical instrument and see an old woman in a red hat is in front of spectators",1.95
147,"You hear music, timpani, speech, drum, and musical instrument and see an older woman wearing a red hat is making a silly face",1.95
148,"You hear music, speech, musical instrument, drum, and timpani and see a close up photo of a lady smiling in a crowd",1.7
149,"You hear music, speech, musical instrument, drum, and timpani and see a person in a red knit hat smiles",1.7
150,"You hear music, speech, musical instrument, drum, and timpani and see a woman with black hair and a red hat looking into the sky",1.7
151,"You hear music, speech, musical instrument, drum, and timpani and see a group of people are holding up lollipop sticks",1.7
152,"You hear music, percussion, speech, drum, and wood block and see the woman has a cigarette in her mouth while blowing bubbles",2.15
153,"You hear music, percussion, speech, drum, and wood block and see two women in coats holding umbrellas in a crowd",2.15
154,"You hear music, percussion, speech, drum, and wood block and see two women laughing with one holding something in their hand",2.15
155,"You hear music, percussion, speech, drum, and wood block and see a man wearing a snowman hat at a holiday parade",2.15
156,"You hear music, percussion, drum, musical instrument, and speech and see two men are standing under an umbrella and laughing",1.9
157,"You hear music, percussion, drum, musical instrument, and speech and see a crowd of people gathered next to a fire hydrant",1.9
158,"You hear music, percussion, drum, musical instrument, and speech and see a man in blue jacket standing in front of other people",1.9
159,"You hear music, percussion, drum, musical instrument, and speech and see a blurry image of people walking down the street",1.9
160,"You hear music, silence, musical instrument, percussion, and drum and see a group of people are walking through a crowded area",1.8
161,"You hear music, silence, musical instrument, percussion, and drum and see a young boy plays with some type of toy outside",1.8
162,"You hear music, silence, musical instrument, percussion, and drum and see boy wearing coat with hand made umbrella standing in front of a crowd of people",1.8
163,"You hear music, silence, musical instrument, percussion, and drum and see a young boy dressed in black holding a string and running down the street",1.8
164,"You hear music, speech, percussion, thump, thud, and drum and see a young girl walking down the street with her hands up in the air",1.55
165,"You hear music, speech, percussion, thump, thud, and drum and see a child standing in a street with confetti all over it",1.55
166,"You hear music, speech, percussion, thump, thud, and drum and see some people are standing with white and blue streamers",1.55
167,"You hear music, speech, percussion, thump, thud, and drum and see two people waving something white while standing near a crowd",1.55
168,"You hear music, speech, musical instrument, orchestra, and timpani and see three people at the parade holding up umbrellas",3.25
169,"You hear music, speech, musical instrument, orchestra, and timpani and see a group of people standing around holding paper cut outs",3.25
170,"You hear music, speech, musical instrument, orchestra, and timpani and see there is a person wearing a reindeer costume",3.25
171,"You hear music, speech, musical instrument, orchestra, and timpani and see a young child in a bunny suit standing next to an adult",3.25
172,"You hear music, speech, musical instrument, silence, and bagpipes and see a young girl looks at her cell phone while other people stand by a food cart",1.95
173,"You hear music, speech, musical instrument, silence, and bagpipes and see two children are playing with toys in a toy store",1.95
174,"You hear music, speech, musical instrument, silence, and bagpipes and see red blurred photograph of man with sunglasses and tie",1.95
175,"You hear music, speech, musical instrument, silence, and bagpipes and see woman with colorful hair and fancy dress walking past a crowd",1.95
176,"You hear music, orchestra, classical music, percussion, and musical instrument and see a woman in a dress and feather headpiece on a street",2.65
177,"You hear music, orchestra, classical music, percussion, and musical instrument and see blurry picture of people and a street and a float",2.65
178,"You hear music, orchestra, classical music, percussion, and musical instrument and see a group of people walking down a city street",2.65
179,"You hear music, orchestra, classical music, percussion, and musical instrument and see blurry photograph of people with umbrellas in the rain",2.65
180,"You hear music, orchestra, classical music, musical instrument, and brass instrument and see a large crowd walking down a street in some big city",2.25
181,"You hear music, orchestra, classical music, musical instrument, and brass instrument and see many people walk down the busy street in a big city",2.25
182,"You hear music, orchestra, classical music, musical instrument, and brass instrument and see a man with a chef hat on standing next to another person",2.25
183,"You hear music, orchestra, classical music, musical instrument, and brass instrument and see a group of people stand in a crowded area",2.25
184,"You hear music, speech, silence, crowd, and musical instrument and see a man is dressed in a sailor hat and wearing a headband",1.9
185,"You hear music, speech, silence, crowd, and musical instrument and see the group of people are wearing hats and standing together",1.9
186,"You hear music, speech, silence, crowd, and musical instrument and see colorful buildings along a side walk under blue sky",1.9
187,"You hear music, speech, silence, crowd, and musical instrument and see colorful buildings under a clear blue sky in the middle of a town",1.9
188,"You hear speech, slosh, water, silence, and waterfall and see a street scene with a fire escape",1.45
189,"You hear speech, slosh, water, silence, and waterfall and see two brown and one green buildings on a sunny day",1.45
190,"You hear speech, slosh, water, silence, and waterfall and see an apartment building next to a large traffic light",1.45
191,"You hear speech, slosh, water, silence, and waterfall and see a bunch of colorful buildings with black balconies",1.45
192,"You hear speech, silence, vehicle, boat, water vehicle, and music and see an old city block with various colored buildings",1.25
193,"You hear speech, silence, vehicle, boat, water vehicle, and music and see some fire escapes are on the side of a building",1.25
194,"You hear speech, silence, vehicle, boat, water vehicle, and music and see a group of old buildings with balconies",1.25
195,"You hear speech, silence, vehicle, boat, water vehicle, and music and see a garbage truck that is parked on the street",1.25
196,"You hear speech, vehicle, mechanical fan, silence, and music and see a dump truck is parked on a street with confetti",1.6
197,"You hear speech, vehicle, mechanical fan, silence, and music and see a garbage truck with an open trash can near it",1.6
198,"You hear speech, vehicle, mechanical fan, silence, and music and see a garbage truck driving down the street",1.6
199,"You hear speech, vehicle, mechanical fan, silence, and music and see a dump truck is sitting on the side of a street",1.6
200,"You hear vehicle, boat, water vehicle, motorboat, speedboat, mechanical fan, and speech and see a garbage truck sitting on the side of a road",1.35
201,"You hear vehicle, boat, water vehicle, motorboat, speedboat, mechanical fan, and speech and see a trash truck parked on the side of the road",1.35
202,"You hear vehicle, boat, water vehicle, motorboat, speedboat, mechanical fan, and speech and see a street scene with focus on the garbage truck",1.35
203,"You hear vehicle, boat, water vehicle, motorboat, speedboat, mechanical fan, and speech and see a person is holding a tennis racket and is swinging it",1.35
204,"You hear vehicle, train, rail transport, speech, and railroad car, train wagon and see a man leaning up against a wall holding a bat",1.4
205,"You hear vehicle, train, rail transport, speech, and railroad car, train wagon and see facebook ad featuring the profile of romio on twitter",1.4
206,"You hear vehicle, train, rail transport, speech, and railroad car, train wagon and see a black photo that is featured in the dark",1.4
207,"You hear vehicle, train, rail transport, speech, and railroad car, train wagon and see the website features a logo and text",1.4
208,"You hear speech, music, vehicle, animal, and silence and see facebook page with romano logo",1.4
209,"You hear speech, music, vehicle, animal, and silence and see a black background with white text and some yellow arrows",1.4
210,"You hear speech, music, vehicle, animal, and silence and see the logo for romio, a new neighborhood with facebook connections",1.4
211,"You hear speech, music, vehicle, animal, and silence and see a black background with the logo for romo follow your neighborhood facebook",1.4
212,"You hear music, vehicle, speech, car, and gunshot, gunfire and see the black screen has a yellow and red sign",1.45
213,"You hear music, vehicle, speech, car, and gunshot, gunfire and see a facebook cover shows a woman holding a remote",1.45
214,"You hear music, vehicle, speech, car, and gunshot, gunfire and see the facebook cover has been replaced for this image",1.45
215,"You hear music, vehicle, speech, car, and gunshot, gunfire and see a black background with the words roma follow your neighborhood facebook com / chinatown nyc",1.45
216,"You hear music, vehicle, speech, car, and gunshot, gunfire and see the logo for an entertainment company that has an image of romio",1.5
217,"You hear music, vehicle, speech, car, and gunshot, gunfire and see the facebook page for roma follow your neighborhood",1.5
218,"You hear music, vehicle, speech, car, and gunshot, gunfire and see two facebook avatars are on this black background",1.5
219,"You hear music, vehicle, speech, car, and gunshot, gunfire and see the logo of a social network with a few small logos",1.5
220,"You hear speech, music, vehicle, silence, and car and see a black and white logo with the word roma",1.9
